chat_message_id,chat_message_text,chat_session_id,created_by_user_id,created_date,modified_by_user_id,modified_date,status_id
40,try reinstalling the software,11,10014,2017-07-11 16:54:27,10014,2017-07-11 16:54:27,1
41,OK sir I will do this. can I call after some time?,11,11399,2017-07-11 16:54:58,11399,2017-07-11 16:54:58,1
42,ok,11,10014,2017-07-11 16:55:05,10014,2017-07-11 16:55:05,1
43,iam there till 5.30,11,10014,2017-07-11 16:55:18,10014,2017-07-11 16:55:18,1
44,thanks. few minutes please,11,11399,2017-07-11 16:55:20,11399,2017-07-11 16:55:20,1
45,is everything connected according to the guidelines file,13,10014,2017-07-19 14:54:30,10014,2017-07-19 14:54:30,1
46,please go through it again and see proper connections,13,10014,2017-07-19 14:54:49,10014,2017-07-19 14:54:49,1
47,your audio right now is not coming from the mic you are holding,13,10014,2017-07-19 14:55:03,10014,2017-07-19 14:55:03,1
48,it is coming from a podium mic or some other mic,13,10014,2017-07-19 14:55:17,10014,2017-07-19 14:55:17,1
49,do you have audio mixer and amplifier,13,10014,2017-07-19 14:55:32,10014,2017-07-19 14:55:32,1
50,as required for this type of sessions,13,10014,2017-07-19 14:55:43,10014,2017-07-19 14:55:43,1
51,can you show through camera your audio mixer and amplifier,13,10014,2017-07-19 14:56:07,10014,2017-07-19 14:56:07,1
52,yes. we have audio mixer,13,11437,2017-07-19 14:56:32,11437,2017-07-19 14:56:32,1
53,ok,13,10014,2017-07-19 14:57:00,10014,2017-07-19 14:57:00,1
54,and amplifier also\,13,11437,2017-07-19 14:57:02,11437,2017-07-19 14:57:02,1
55,but the connections and microphone selection setttings are not proper,13,10014,2017-07-19 14:57:32,10014,2017-07-19 14:57:32,1
56,you need to do it according to the A-VIEW guidelines file,13,10014,2017-07-19 14:57:46,10014,2017-07-19 14:57:46,1
57,it is there on our website from where you downloaded  A-VIEW and also mailed to you as pdf,13,10014,2017-07-19 14:58:34,10014,2017-07-19 14:58:34,1
58,NO,13,10014,2017-07-19 14:58:38,10014,2017-07-19 14:58:38,1
59,"See what iam saying is you are audible but from the mic which you spoke right now,",13,10014,2017-07-19 14:59:15,10014,2017-07-19 14:59:15,1
60,But that is not how it will work in A-VIEW sessions,13,10014,2017-07-19 14:59:27,10014,2017-07-19 14:59:27,1
61,your audio should come from a handheld mic which can be passed to everyone in the classroom,13,10014,2017-07-19 15:00:15,10014,2017-07-19 15:00:15,1
62,So how willl igt work??,13,11437,2017-07-19 15:00:21,11437,2017-07-19 15:00:21,1
63,The MIC from which audio is coming right now is a conference MIC from which i can hear everything in the room everyones audio all the background noise at the same time,13,10014,2017-07-19 15:01:03,10014,2017-07-19 15:01:03,1
64,and it also generates echo,13,10014,2017-07-19 15:01:34,10014,2017-07-19 15:01:34,1
65,"In A-VIEW settings you have selected that conference MIC, you need to select the handheld mic then your audio will come from that mic",13,10014,2017-07-19 15:02:22,10014,2017-07-19 15:02:22,1
66,sir,13,11437,2017-07-19 15:03:11,11437,2017-07-19 15:03:11,1
67,sheere is setting option,13,11437,2017-07-19 15:03:17,11437,2017-07-19 15:03:17,1
68,in a view,13,11437,2017-07-19 15:03:20,11437,2017-07-19 15:03:20,1
69,"Please Read carefully, In A-VIEW settings where you silect Microphone when you press start button and select your camera and MIcrophone",13,10014,2017-07-19 15:03:45,10014,2017-07-19 15:03:45,1
70,in that setting,13,10014,2017-07-19 15:03:50,10014,2017-07-19 15:03:50,1
71,If you follow step by step instructions given in the guidelines file your problem will be solved,13,10014,2017-07-19 15:04:31,10014,2017-07-19 15:04:31,1
72,please call on 25764924,13,10014,2017-07-19 15:08:40,10014,2017-07-19 15:08:40,1
73,please call on 25764924,13,10014,2017-07-19 15:09:49,10014,2017-07-19 15:09:49,1
74,sir pl check our audio,13,11437,2017-07-19 15:10:45,11437,2017-07-19 15:10:45,1
75,now,13,11437,2017-07-19 15:10:50,11437,2017-07-19 15:10:50,1
76,we have make some changes in audio settings,13,11437,2017-07-19 15:11:10,11437,2017-07-19 15:11:10,1
77,http://www.nmeict.iitb.ac.in/speedtest/,14,10014,2017-07-20 15:49:28,10014,2017-07-20 15:49:28,1
78,just test on this link,14,10014,2017-07-20 15:49:39,10014,2017-07-20 15:49:39,1
79,now,14,10014,2017-07-20 15:49:40,10014,2017-07-20 15:49:40,1
80,i want you to test it in your browser,14,10014,2017-07-20 15:49:54,10014,2017-07-20 15:49:54,1
81,and keep the camera on the projector screen so that i can also see,14,10014,2017-07-20 15:50:07,10014,2017-07-20 15:50:07,1
82,ya now test your bandwidth,14,10014,2017-07-20 15:51:15,10014,2017-07-20 15:51:15,1
83,Do you have a camera stand or it is just kept on a podium,14,10014,2017-07-20 15:51:52,10014,2017-07-20 15:51:52,1
84,it is showing to update your adobe flash player,14,10014,2017-07-20 15:52:22,10014,2017-07-20 15:52:22,1
85,when you open that link on right hand side it asks you to update client,14,10014,2017-07-20 15:52:44,10014,2017-07-20 15:52:44,1
86,Check the speed now in browser,14,11437,2017-07-20 15:54:38,11437,2017-07-20 15:54:38,1
87,i cant see your video is freezed,14,10014,2017-07-20 15:55:44,10014,2017-07-20 15:55:44,1
88,still video is freezed,14,10014,2017-07-20 15:59:42,10014,2017-07-20 15:59:42,1
89,You dont have camera stand?,14,10014,2017-07-20 16:22:50,10014,2017-07-20 16:22:50,1
90,You have a camera stand or not?,14,10014,2017-07-20 16:24:32,10014,2017-07-20 16:24:32,1
91,we have,14,11437,2017-07-20 16:25:12,11437,2017-07-20 16:25:12,1
92,the way you are panning and handeling the camera it seems its not on a stand right now,14,10014,2017-07-20 16:26:04,10014,2017-07-20 16:26:04,1
93,wait i'll come back to you,15,10014,2017-08-16 10:25:29,10014,2017-08-16 10:25:29,1
94,no audio from your side,16,10014,2017-08-16 11:01:21,10014,2017-08-16 11:01:21,1
95,i cant hear you,16,10014,2017-08-16 11:01:37,10014,2017-08-16 11:01:37,1
96,you need to check your mic or mic settings,16,10014,2017-08-16 11:01:51,10014,2017-08-16 11:01:51,1
97,when you press start there is a pretesting button to check your audio and video do that and i'll get back to you,16,10014,2017-08-16 11:02:24,10014,2017-08-16 11:02:24,1
98,you audio connection is not proper make sure you do it according to the connections diagram provided to you,17,10014,2017-08-16 11:06:28,10014,2017-08-16 11:06:28,1
99,you are not getting my voice properly and the audio is also echoing,18,10014,2017-08-16 11:08:33,10014,2017-08-16 11:08:33,1
100,which camera r u using,18,10014,2017-08-16 11:08:51,10014,2017-08-16 11:08:51,1
101,ok sir,18,10181,2017-08-16 11:08:54,10181,2017-08-16 11:08:54,1
102,ok,18,10014,2017-08-16 11:09:01,10014,2017-08-16 11:09:01,1
103,sony,18,10181,2017-08-16 11:09:20,10181,2017-08-16 11:09:20,1
104,handy cam hd camera,18,10181,2017-08-16 11:09:28,10181,2017-08-16 11:09:28,1
105,please check the audio connections and make sure they are done according to the connections diagram,18,10014,2017-08-16 11:09:28,10014,2017-08-16 11:09:28,1
106,i'll get back to you,18,10014,2017-08-16 11:09:39,10014,2017-08-16 11:09:39,1
107,sure sir..,18,10181,2017-08-16 11:09:39,10181,2017-08-16 11:09:39,1
108,no audio video from your side,20,10014,2017-08-16 11:23:16,10014,2017-08-16 11:23:16,1
109,no audio video,18,10014,2017-08-16 11:41:38,10014,2017-08-16 11:41:38,1
110,no audio from your side,16,10014,2017-08-16 11:52:23,10014,2017-08-16 11:52:23,1
111,we have pretested audio and video its ok,16,10081,2017-08-16 11:53:07,10081,2017-08-16 11:53:07,1
112,not getting audio now,16,10014,2017-08-16 11:53:29,10014,2017-08-16 11:53:29,1
113,no audio video from your side,21,10014,2017-08-16 12:13:51,10014,2017-08-16 12:13:51,1
114,it is ok now but make sure you use wireless mic because with this mic there is lot of echo,22,10014,2017-08-16 12:18:24,10014,2017-08-16 12:18:24,1
115,ok,22,10014,2017-08-16 12:18:45,10014,2017-08-16 12:18:45,1
116,but iam not getting any audio video from your side,21,10014,2017-08-16 12:22:02,10014,2017-08-16 12:22:02,1
117,cant hear your,23,10014,2017-08-16 12:32:21,10014,2017-08-16 12:32:21,1
118,cant hear you sir,24,10014,2017-08-16 12:33:54,10014,2017-08-16 12:33:54,1
119,if you are not able to hear me then problem at your end,25,10014,2017-08-16 16:06:01,10014,2017-08-16 16:06:01,1
120,i can hear you,25,10014,2017-08-16 16:06:04,10014,2017-08-16 16:06:04,1
121,your audio connection is not proper,26,10014,2017-08-16 16:09:39,10014,2017-08-16 16:09:39,1
122,i cant hear you,27,10014,2017-08-16 16:10:39,10014,2017-08-16 16:10:39,1
123,we can here u,27,10109,2017-08-16 16:10:56,10109,2017-08-16 16:10:56,1
124,we having problem of audio,27,10109,2017-08-16 16:11:11,10109,2017-08-16 16:11:11,1
125,please rectify that i will get back to your,27,10014,2017-08-16 16:11:31,10014,2017-08-16 16:11:31,1
126,we are not able to rectify please help us,27,10109,2017-08-16 16:12:20,10109,2017-08-16 16:12:20,1
127,we connected mic according to diagram,27,10109,2017-08-16 16:13:03,10109,2017-08-16 16:13:03,1
128,are you gettting my audio video clearly without delay,28,10014,2017-08-16 16:13:36,10014,2017-08-16 16:13:36,1
129,yes sir,28,10102,2017-08-16 16:14:01,10102,2017-08-16 16:14:01,1
130,if not getting audio clearly please make sure you have not updated adobe air,28,10014,2017-08-16 16:14:58,10014,2017-08-16 16:14:58,1
131,please check that,28,10014,2017-08-16 16:15:05,10014,2017-08-16 16:15:05,1
132,"the echo test in aview is not for the echo cancellation, for this echo cancellation you need to do connections according to the connections diagram provided to you in aview guidelines file",26,10014,2017-08-16 16:34:04,10014,2017-08-16 16:34:04,1
133,"Go through the connections diagram in aview guidelines file see if everything is in proper place, and do testing tomorrow",29,10014,2017-08-16 16:56:14,10014,2017-08-16 16:56:14,1
134,it is ok if it is not done today,29,10014,2017-08-16 16:56:24,10014,2017-08-16 16:56:24,1
135,"see what you do is Go through the connections diagram in aview guidelines file see if everything is in proper place, and do testing tomorrow",26,10014,2017-08-16 16:58:43,10014,2017-08-16 16:58:43,1
136,"you need to do all the checklist properly,",26,10014,2017-08-16 16:59:11,10014,2017-08-16 16:59:11,1
137,ok,26,10243,2017-08-16 16:59:24,10243,2017-08-16 16:59:24,1
138,wait iam restarting aview there is problem at my end,30,10014,2017-08-17 10:29:38,10014,2017-08-17 10:29:38,1
139,cant hear you sir,31,10014,2017-08-17 10:34:39,10014,2017-08-17 10:34:39,1
140,some problem in your mic or connections,31,10014,2017-08-17 10:34:54,10014,2017-08-17 10:34:54,1
141,you cant hear me,32,10014,2017-08-17 11:05:06,10014,2017-08-17 11:05:06,1
142,no si,32,10165,2017-08-17 11:05:21,10165,2017-08-17 11:05:21,1
143,no sir,32,10165,2017-08-17 11:05:30,10165,2017-08-17 11:05:30,1
144,and our sir,32,10165,2017-08-17 11:05:56,10165,2017-08-17 11:05:56,1
145,can u hear me sir,32,10165,2017-08-17 11:06:46,10165,2017-08-17 11:06:46,1
146,if you are not able to hear me then check your connections some problem at your end,32,10014,2017-08-17 11:06:48,10014,2017-08-17 11:06:48,1
147,no audio from your side please check your connections,33,10014,2017-08-17 11:43:46,10014,2017-08-17 11:43:46,1
148,will check and come back to you,33,10275,2017-08-17 11:44:20,10275,2017-08-17 11:44:20,1
149,video is ok?,33,10275,2017-08-17 11:44:28,10275,2017-08-17 11:44:28,1
150,no audio from your side,34,10014,2017-08-17 12:04:35,10014,2017-08-17 12:04:35,1
151,now it is ok?,34,10209,2017-08-17 12:06:22,10209,2017-08-17 12:06:22,1
152,mam i guess you are not able to hear me properly,35,10014,2017-08-17 16:02:32,10014,2017-08-17 16:02:32,1
153,it it ok sir?,35,10042,2017-08-17 16:04:25,10042,2017-08-17 16:04:25,1
154,the problem is rectified now,35,10042,2017-08-17 16:05:05,10042,2017-08-17 16:05:05,1
155,i cant hear you,36,10014,2017-08-17 16:43:21,10014,2017-08-17 16:43:21,1
156,no audio from your side,36,10014,2017-08-17 16:44:53,10014,2017-08-17 16:44:53,1
157,sir is video is clear,36,10138,2017-08-17 16:45:10,10138,2017-08-17 16:45:10,1
158,video is ok,36,10014,2017-08-17 16:45:16,10014,2017-08-17 16:45:16,1
159,but no audio,36,10014,2017-08-17 16:45:23,10014,2017-08-17 16:45:23,1
160,sir sir the mick is not workin i will try,36,10138,2017-08-17 16:46:09,10138,2017-08-17 16:46:09,1
161,please pre test your audio in aview settings,36,10014,2017-08-17 16:46:12,10014,2017-08-17 16:46:12,1
162,then will test you again,36,10014,2017-08-17 16:46:24,10014,2017-08-17 16:46:24,1
163,is it audiable,36,10138,2017-08-17 16:46:27,10138,2017-08-17 16:46:27,1
164,no,36,10014,2017-08-17 16:46:30,10014,2017-08-17 16:46:30,1
165,whatever i spoke a minute back it is reaching you now,37,10014,2017-08-18 14:31:14,10014,2017-08-18 14:31:14,1
166,are you doing the testing from the classroom where you will conduct the workshop,37,10014,2017-08-18 14:31:55,10014,2017-08-18 14:31:55,1
167,hellooooo,37,10014,2017-08-18 14:32:55,10014,2017-08-18 14:32:55,1
168,we are in other classroom,37,10345,2017-08-18 14:33:17,10345,2017-08-18 14:33:17,1
169,hello,37,10345,2017-08-18 14:33:26,10345,2017-08-18 14:33:26,1
170,but the testing has to be done from the classroom where you will conduct the workshop,37,10014,2017-08-18 14:33:40,10014,2017-08-18 14:33:40,1
171,ok sir we will reach within five minutes,37,10345,2017-08-18 14:34:03,10345,2017-08-18 14:34:03,1
172,thank you sir,37,10345,2017-08-18 14:34:16,10345,2017-08-18 14:34:16,1
173,no audio,38,10014,2017-08-18 14:35:18,10014,2017-08-18 14:35:18,1
174,settings madhe nahi tar connections madhe problem aasel sir,38,10014,2017-08-18 14:36:36,10014,2017-08-18 14:36:36,1
175,ok,38,10014,2017-08-18 14:37:32,10014,2017-08-18 14:37:32,1
176,this is just for the Remote centers to test their connections,39,10014,2017-08-18 14:41:56,10014,2017-08-18 14:41:56,1
177,if you cant hear me then there some problem at your end,40,10014,2017-08-18 14:56:19,10014,2017-08-18 14:56:19,1
178,if u cant hear me then there is some problem at ur end,41,10014,2017-08-18 14:58:17,10014,2017-08-18 14:58:17,1
179,and also check if your adobe air is not updated by any chance,41,10014,2017-08-18 14:58:53,10014,2017-08-18 14:58:53,1
180,YOUR BANDWIDTH SEEMS TO BE LOW,42,10014,2017-08-18 15:09:31,10014,2017-08-18 15:09:31,1
181,yes your voice is coming,43,10014,2017-08-18 15:43:28,10014,2017-08-18 15:43:28,1
182,hellonhai,44,10051,2017-08-19 8:55:59,10051,2017-08-19 8:55:59,1
183,sorry,44,10051,2017-08-19 8:56:13,10051,2017-08-19 8:56:13,1
184,hello hai,44,10051,2017-08-19 8:56:24,10051,2017-08-19 8:56:24,1
185,how to connect A VIEW?and When?,44,10051,2017-08-19 8:56:52,10051,2017-08-19 8:56:52,1
186,if you are not able to hear me then problem in your bandwidth or you might have updated adobe air or there is some connection problem,45,10021,2017-08-19 9:04:42,10021,2017-08-19 9:04:42,1
187,hai sir,44,10051,2017-08-19 9:13:51,10051,2017-08-19 9:13:51,1
188,please test my video ofA_VIEW,44,10051,2017-08-19 9:14:47,10051,2017-08-19 9:14:47,1
189,no video from your side,46,10021,2017-08-19 9:18:56,10021,2017-08-19 9:18:56,1
190,Please test our video,44,10051,2017-08-19 11:07:18,10051,2017-08-19 11:07:18,1
191,Are you able to see our video,44,10051,2017-08-19 11:08:21,10051,2017-08-19 11:08:21,1
192,select iitbombay,49,10021,2017-08-20 9:10:23,10021,2017-08-20 9:10:23,1
193,for interaction,49,10021,2017-08-20 9:10:27,10021,2017-08-20 9:10:27,1
194,had selected,49,10192,2017-08-20 9:11:34,10192,2017-08-20 9:11:34,1
195,sir am able to see my document folder,49,10192,2017-08-20 9:14:03,10192,2017-08-20 9:14:03,1
196,can you hear me,49,10021,2017-08-20 9:14:17,10021,2017-08-20 9:14:17,1
197,but  sameer sir file not their,49,10192,2017-08-20 9:14:22,10192,2017-08-20 9:14:22,1
198,is file with sameer sir?,49,10192,2017-08-20 9:14:32,10192,2017-08-20 9:14:32,1
199,Can you hear me,49,10021,2017-08-20 9:14:41,10021,2017-08-20 9:14:41,1
200,as he is not came yet to center,49,10192,2017-08-20 9:14:44,10192,2017-08-20 9:14:44,1
201,no,49,10192,2017-08-20 9:14:51,10192,2017-08-20 9:14:51,1
202,select iitb,49,10021,2017-08-20 9:16:58,10021,2017-08-20 9:16:58,1
203,select iitbombay for interaction,49,10021,2017-08-20 9:17:22,10021,2017-08-20 9:17:22,1
204,We are ready,49,10192,2017-08-20 11:32:50,10192,2017-08-20 11:32:50,1
205,its better,49,10021,2017-08-20 11:39:33,10021,2017-08-20 11:39:33,1
206,ignore if only few are saying low,49,10021,2017-08-20 11:39:54,10021,2017-08-20 11:39:54,1
207,where is ppt,49,10192,2017-08-20 11:41:06,10192,2017-08-20 11:41:06,1
208,not in my documents,49,10192,2017-08-20 11:41:20,10192,2017-08-20 11:41:20,1
209,MAKE THE REMOTE CENTERS REALISE THERE ANSWERS ARE ALSO BEING SEEN BY YOU SO THAT THEY DONT FEEL DISCONNECTED,49,10021,2017-08-20 12:12:26,10021,2017-08-20 12:12:26,1
210,YOU NEED TO RIGHT CLICK ON DOCUMENT AND PRESS ALLOW DOWNLOAD,49,10021,2017-08-20 12:19:15,10021,2017-08-20 12:19:15,1
211,NOT THE CENTERS YOU,49,10021,2017-08-20 12:19:37,10021,2017-08-20 12:19:37,1
212,"YOU HAVE TO DO IT FROM YOUR SIDE FIRST, RIGHT CLICK AND ALLOW DOWNLOAD",49,10021,2017-08-20 12:20:07,10021,2017-08-20 12:20:07,1
213,YOU HAVE TO ALLOW THE DOWNLOAD FIRST FROM YOUR SIDE,49,10021,2017-08-20 12:21:31,10021,2017-08-20 12:21:31,1
214,YOU HAVE TO ALLOW THE DOWNLOAD FIRST FROM YOUR SIDE,49,10021,2017-08-20 12:21:56,10021,2017-08-20 12:21:56,1
215,YOU CAN SELECT THEM FROM YOUR SIDE,49,10021,2017-08-20 12:29:56,10021,2017-08-20 12:29:56,1
216,SIR IS THERE YOU CAN SELECT THEM NOW,49,10021,2017-08-20 12:33:57,10021,2017-08-20 12:33:57,1
217,CENTER NO. IS 1105,49,10021,2017-08-20 12:34:04,10021,2017-08-20 12:34:04,1
218,THERE IS A SEARCH OPTION ABOVE USER LIST,49,10021,2017-08-20 12:34:32,10021,2017-08-20 12:34:32,1
219,TYPE 1105,49,10021,2017-08-20 12:34:35,10021,2017-08-20 12:34:35,1
220,pls upload 2nd slide of sameer sir,49,10192,2017-08-20 12:36:04,10192,2017-08-20 12:36:04,1
221,SLIDE NAME?,49,10021,2017-08-20 12:36:30,10021,2017-08-20 12:36:30,1
222,peer review,49,10192,2017-08-20 12:36:48,10192,2017-08-20 12:36:48,1
223,pls upload,49,10192,2017-08-20 12:38:42,10192,2017-08-20 12:38:42,1
224,I NEED TO TAKE BACK CONTROL TO UPLOAD SLIDE,49,10021,2017-08-20 12:40:34,10021,2017-08-20 12:40:34,1
225,ok,49,10192,2017-08-20 12:40:49,10192,2017-08-20 12:40:49,1
226,DONE,49,10021,2017-08-20 12:41:52,10021,2017-08-20 12:41:52,1
227,ok,49,10192,2017-08-20 12:42:00,10192,2017-08-20 12:42:00,1
228,thank,49,10192,2017-08-20 12:42:01,10192,2017-08-20 12:42:01,1
229,HE IS THERE,49,10021,2017-08-20 12:47:18,10021,2017-08-20 12:47:18,1
230,sameer sir can add,49,10192,2017-08-20 14:28:29,10192,2017-08-20 14:28:29,1
231,we have some query,49,10192,2017-08-20 15:34:44,10192,2017-08-20 15:34:44,1
232,Hello Sir,50,11395,2017-08-25 9:49:58,11395,2017-08-25 9:49:58,1
233,Please statr your video,50,11395,2017-08-25 9:50:03,11395,2017-08-25 9:50:03,1
234,"please sir , i am setting it",50,11746,2017-08-25 9:50:31,11746,2017-08-25 9:50:31,1
235,your video is not visible,50,11395,2017-08-25 9:54:00,11395,2017-08-25 9:54:00,1
236,please check,50,11395,2017-08-25 9:54:04,11395,2017-08-25 9:54:04,1
237,now i can see you,50,11395,2017-08-25 9:54:39,11395,2017-08-25 9:54:39,1
238,"Once i was able to hear you, my voiice is audiable or not",50,11746,2017-08-25 9:55:18,11746,2017-08-25 9:55:18,1
239,i am able to hear you,50,11395,2017-08-25 9:56:37,11395,2017-08-25 9:56:37,1
240,"OK , Sir,",50,11746,2017-08-25 9:57:16,11746,2017-08-25 9:57:16,1
241,Sir if you have any query then kindly let me know,50,11395,2017-08-25 10:02:25,11395,2017-08-25 10:02:25,1
242,"Moodle , i have downloaded, i want to use it for my class. But my downloaded one is showing that any time they can removed my account, pl. let me know where i can get free/open source moodle.",50,11746,2017-08-25 10:05:11,11746,2017-08-25 10:05:11,1
243,"Sir, please try moodlecloud.com",50,11395,2017-08-25 10:05:47,11395,2017-08-25 10:05:47,1
244,i am sharing my screen with you,50,11395,2017-08-25 10:06:02,11395,2017-08-25 10:06:02,1
245,"OK, Thanks",50,11746,2017-08-25 10:06:08,11746,2017-08-25 10:06:08,1
246,are you able to see,50,11395,2017-08-25 10:10:04,11395,2017-08-25 10:10:04,1
247,Yes,50,11746,2017-08-25 10:10:16,11746,2017-08-25 10:10:16,1
248,"Are you gettng my voice,now Sir",50,11746,2017-08-25 10:12:02,11746,2017-08-25 10:12:02,1
249,Weekly assignment i am uploading in my website asWhats about evaluation,50,11746,2017-08-25 10:22:21,11746,2017-08-25 10:22:21,1
250,they are going to start it soon,50,11395,2017-08-25 10:24:37,11395,2017-08-25 10:24:37,1
251,It will be peer review,50,11395,2017-08-25 10:24:44,11395,2017-08-25 10:24:44,1
252,"Some problem in my microphone, not givng good response",50,11746,2017-08-25 10:24:52,11746,2017-08-25 10:24:52,1
253,okay sir,50,11395,2017-08-25 10:25:01,11395,2017-08-25 10:25:01,1
254,"Whats abou other mantee, at least i shall able to here others discussion. Is there any one else i can hear.",50,11746,2017-08-25 10:26:22,11746,2017-08-25 10:26:22,1
255,yes sir,50,11395,2017-08-25 10:27:41,11395,2017-08-25 10:27:41,1
256,i too waiting for them,50,11395,2017-08-25 10:27:50,11395,2017-08-25 10:27:50,1
257,"OK Sir,",50,11746,2017-08-25 10:28:14,11746,2017-08-25 10:28:14,1
258,this session is needed to clarify our doubts,50,11395,2017-08-25 10:28:17,11395,2017-08-25 10:28:17,1
259,please check your whatsapp. i just sent a snap,50,11395,2017-08-25 10:30:20,11395,2017-08-25 10:30:20,1
260,you can write here,51,11395,2017-08-25 11:03:21,11395,2017-08-25 11:03:21,1
261,hi,52,11395,2017-08-25 11:04:50,11395,2017-08-25 11:04:50,1
262,are you able to see Biswatrish,51,11395,2017-08-25 11:06:06,11395,2017-08-25 11:06:06,1
263,yes,51,11735,2017-08-25 11:06:17,11735,2017-08-25 11:06:17,1
264,are you able to see Somnath,52,11395,2017-08-25 11:08:01,11395,2017-08-25 11:08:01,1
265,"Sir, will you start interaction?",53,11415,2017-08-25 12:29:42,11415,2017-08-25 12:29:42,1
266,"Sir , I am sukhen Das , faculty in dept. of cse at techno india ,salt lake",53,11929,2017-08-25 12:49:43,11929,2017-08-25 12:49:43,1
267,I have some problem face to interact with you.,53,11929,2017-08-25 12:50:20,11929,2017-08-25 12:50:20,1
268,I am able to see you.,53,11415,2017-08-25 12:50:39,11415,2017-08-25 12:50:39,1
269,Fdp is good for me and with my career.,53,11929,2017-08-25 12:50:57,11929,2017-08-25 12:50:57,1
270,I can not see u,53,11929,2017-08-25 12:51:21,11929,2017-08-25 12:51:21,1
271,"if you want to share your experience, use general chat.",53,11415,2017-08-25 12:51:30,11415,2017-08-25 12:51:30,1
272,good evening madam,54,12598,2017-08-25 17:56:48,12598,2017-08-25 17:56:48,1
273,"in week2, video upload in wordpress is not published. may i know the reason madam",54,12598,2017-08-25 17:58:33,12598,2017-08-25 17:58:33,1
274,Hello Madam. Good Morning,55,12723,2017-08-26 9:01:08,12723,2017-08-26 9:01:08,1
